Processing WAV file: C:\users\akohale\desktop\tap_recordings_pcm.wav (Samplerate: 48000 Hz, Total Samples: 1438080)
--- Tap Detection Log by Frame ---
Frame Size: 192 samples
----------------------------------
Frame | Start Time (s) | Tap Detected?
 3791 |         15.164 | 0
 3792 |         15.168 | 0
 3793 |         15.172 | 0
 3794 |         15.176 | 0
 3795 |         15.180 | 0
 3796 |         15.184 | 0
 3797 |         15.188 | 0
 3798 |         15.192 | 0
 3799 |         15.196 | 0
 3800 |         15.200 | 0
 3801 |         15.204 | 0
 3802 |         15.208 | 0
 3803 |         15.212 | 0
 3804 |         15.216 | 0
 3805 |         15.220 | 0
 3806 |         15.224 | 0
 3807 |         15.228 | 0
 3808 |         15.232 | 0
 3809 |         15.236 | 0
 3810 |         15.240 | 0
 3811 |         15.244 | 0
 3812 |         15.248 | 0
 3813 |         15.252 | 0
 3814 |         15.256 | 0
 3815 |         15.260 | 0
 3816 |         15.264 | 0
 3817 |         15.268 | 0
 3818 |         15.272 | 0
 3819 |         15.276 | 0
 3820 |         15.280 | 0
 3821 |         15.284 | 0
 3822 |         15.288 | 0
 3823 |         15.292 | 0
 3824 |         15.296 | 0
 3825 |         15.300 | 0
 3826 |         15.304 | 0
 3827 |         15.308 | 0
 3828 |         15.312 | 0
 3829 |         15.316 | 0
 3830 |         15.320 | 0
 3831 |         15.324 | 0
 3832 |         15.328 | 0
 3833 |         15.332 | 0
 3834 |         15.336 | 0
 3835 |         15.340 | 0
 3836 |         15.344 | 0
 3837 |         15.348 | 0
 3838 |         15.352 | 0
 3839 |         15.356 | 0
 3840 |         15.360 | 0
 3841 |         15.364 | 0
 3842 |         15.368 | 0
 3843 |         15.372 | 0
 3844 |         15.376 | 0
 3845 |         15.380 | 0
 3846 |         15.384 | 0
 3847 |         15.388 | 0
 3848 |         15.392 | 0
 3849 |         15.396 | 0
 3850 |         15.400 | 0
 3851 |         15.404 | 0
 3852 |         15.408 | 0
 3853 |         15.412 | 0
 3854 |         15.416 | 0
 3855 |         15.420 | 0
 3856 |         15.424 | 0
 3857 |         15.428 | 0
 3858 |         15.432 | 0
 3859 |         15.436 | 0
 3860 |         15.440 | 0
 3861 |         15.444 | 0
 3862 |         15.448 | 0
 3863 |         15.452 | 0
 3864 |         15.456 | 0
 3865 |         15.460 | 0
 3866 |         15.464 | 0
 3867 |         15.468 | 0
 3868 |         15.472 | 0
 3869 |         15.476 | 0
 3870 |         15.480 | 0
 3871 |         15.484 | 0
 3872 |         15.488 | 0
 3873 |         15.492 | 0
 3874 |         15.496 | 0
 3875 |         15.500 | 0
 3876 |         15.504 | 0
 3877 |         15.508 | 0
 3878 |         15.512 | 0
 3879 |         15.516 | 0
 3880 |         15.520 | 0
 3881 |         15.524 | 0
 3882 |         15.528 | 0
 3883 |         15.532 | 0
 3884 |         15.536 | 0
 3885 |         15.540 | 0
 3886 |         15.544 | 0
 3887 |         15.548 | 0
 3888 |         15.552 | 0
 3889 |         15.556 | 0
 3890 |         15.560 | 0
 3891 |         15.564 | 0
 3892 |         15.568 | 0
 3893 |         15.572 | 0
 3894 |         15.576 | 0
 3895 |         15.580 | 0
 3896 |         15.584 | 0
 3897 |         15.588 | 0
 3898 |         15.592 | 0
 3899 |         15.596 | 0
 3900 |         15.600 | 0
 3901 |         15.604 | 0
 3902 |         15.608 | 0
 3903 |         15.612 | 0
 3904 |         15.616 | 0
 3905 |         15.620 | 0
 3906 |         15.624 | 0
 3907 |         15.628 | 0
 3908 |         15.632 | 0
 3909 |         15.636 | 0
 3910 |         15.640 | 0
 3911 |         15.644 | 0
 3912 |         15.648 | 0
 3913 |         15.652 | 0
 3914 |         15.656 | 0
 3915 |         15.660 | 0
 3916 |         15.664 | 0
 3917 |         15.668 | 0
 3918 |         15.672 | 0
 3919 |         15.676 | 0
 3920 |         15.680 | 0
 3921 |         15.684 | 0
 3922 |         15.688 | 0
 3923 |         15.692 | 0
 3924 |         15.696 | 0
 3925 |         15.700 | 0
 3926 |         15.704 | 0
 3927 |         15.708 | 0
 3928 |         15.712 | 0
 3929 |         15.716 | 0
 3930 |         15.720 | 0
 3931 |         15.724 | 0
 3932 |         15.728 | 0
 3933 |         15.732 | 0
 3934 |         15.736 | 0
 3935 |         15.740 | 0
 3936 |         15.744 | 0
 3937 |         15.748 | 0
 3938 |         15.752 | 0
 3939 |         15.756 | 0
 3940 |         15.760 | 0
 3941 |         15.764 | 0
 3942 |         15.768 | 0
 3943 |         15.772 | 0
 3944 |         15.776 | 0
 3945 |         15.780 | 0
 3946 |         15.784 | 0
 3947 |         15.788 | 0
 3948 |         15.792 | 0
 3949 |         15.796 | 0
 3950 |         15.800 | 0
 3951 |         15.804 | 0
 3952 |         15.808 | 0
 3953 |         15.812 | 0
 3954 |         15.816 | 0
 3955 |         15.820 | 0
 3956 |         15.824 | 0
 3957 |         15.828 | 0
 3958 |         15.832 | 0
 3959 |         15.836 | 0
 3960 |         15.840 | 0
 3961 |         15.844 | 0
 3962 |         15.848 | 0
 3963 |         15.852 | 0
 3964 |         15.856 | 0
 3965 |         15.860 | 0
 3966 |         15.864 | 0
 3967 |         15.868 | 0
 3968 |         15.872 | 0
 3969 |         15.876 | 0
 3970 |         15.880 | 0
 3971 |         15.884 | 0
 3972 |         15.888 | 0
 3973 |         15.892 | 0
 3974 |         15.896 | 0
 3975 |         15.900 | 0
 3976 |         15.904 | 0
 3977 |         15.908 | 0
 3978 |         15.912 | 0
 3979 |         15.916 | 0
 3980 |         15.920 | 0
 3981 |         15.924 | 0
 3982 |         15.928 | 0
 3983 |         15.932 | 0
 3984 |         15.936 | 0
 3985 |         15.940 | 0
 3986 |         15.944 | 0
 3987 |         15.948 | 0
 3988 |         15.952 | 0
 3989 |         15.956 | 0
 3990 |         15.960 | 0
 3991 |         15.964 | 0
 3992 |         15.968 | 0
 3993 |         15.972 | 0
 3994 |         15.976 | 0
 3995 |         15.980 | 0
 3996 |         15.984 | 0
 3997 |         15.988 | 0
 3998 |         15.992 | 0
 3999 |         15.996 | 0
 4000 |         16.000 | 0
 4001 |         16.004 | 0
 4002 |         16.008 | 0
 4003 |         16.012 | 0
 4004 |         16.016 | 0
 4005 |         16.020 | 0
 4006 |         16.024 | 0
 4007 |         16.028 | 0
 4008 |         16.032 | 0
 4009 |         16.036 | 0
 4010 |         16.040 | 0
 4011 |         16.044 | 0
 4012 |         16.048 | 0
 4013 |         16.052 | 0
 4014 |         16.056 | 0
 4015 |         16.060 | 0
 4016 |         16.064 | 0
 4017 |         16.068 | 0
 4018 |         16.072 | 0
 4019 |         16.076 | 0
 4020 |         16.080 | 0
 4021 |         16.084 | 0
 4022 |         16.088 | 0
 4023 |         16.092 | 0
 4024 |         16.096 | 0
 4025 |         16.100 | 0
 4026 |         16.104 | 0
 4027 |         16.108 | 0
 4028 |         16.112 | 0
 4029 |         16.116 | 0
 4030 |         16.120 | 0
 4031 |         16.124 | 0
 4032 |         16.128 | 0
 4033 |         16.132 | 0
 4034 |         16.136 | 0
 4035 |         16.140 | 0
 4036 |         16.144 | 0
 4037 |         16.148 | 0
 4038 |         16.152 | 0
 4039 |         16.156 | 0
 4040 |         16.160 | 0
 4041 |         16.164 | 0
 4042 |         16.168 | 0
 4043 |         16.172 | 0
 4044 |         16.176 | 0
 4045 |         16.180 | 0
 4046 |         16.184 | 0
 4047 |         16.188 | 0
 4048 |         16.192 | 0
 4049 |         16.196 | 0
 4050 |         16.200 | 0
 4051 |         16.204 | 0
 4052 |         16.208 | 0
 4053 |         16.212 | 0
 4054 |         16.216 | 0
 4055 |         16.220 | 0
 4056 |         16.224 | 0
 4057 |         16.228 | 0
 4058 |         16.232 | 0
 4059 |         16.236 | 0
 4060 |         16.240 | 0
 4061 |         16.244 | 0
 4062 |         16.248 | 0
 4063 |         16.252 | 0
 4064 |         16.256 | 0
 4065 |         16.260 | 0
 4066 |         16.264 | 0
 4067 |         16.268 | 0
 4068 |         16.272 | 0
 4069 |         16.276 | 0
 4070 |         16.280 | 0
 4071 |         16.284 | 0
 4072 |         16.288 | 0
 4073 |         16.292 | 0
 4074 |         16.296 | 0
 4075 |         16.300 | 0
 4076 |         16.304 | 0
 4077 |         16.308 | 0
 4078 |         16.312 | 0
 4079 |         16.316 | 0
 4080 |         16.320 | 0
 4081 |         16.324 | 0
 4082 |         16.328 | 0
 4083 |         16.332 | 0
 4084 |         16.336 | 0
 4085 |         16.340 | 0
 4086 |         16.344 | 0
 4087 |         16.348 | 0
 4088 |         16.352 | 0
 4089 |         16.356 | 0
 4090 |         16.360 | 0
 4091 |         16.364 | 0
 4092 |         16.368 | 0
 4093 |         16.372 | 0
 4094 |         16.376 | 0
 4095 |         16.380 | 0
 4096 |         16.384 | 0
 4097 |         16.388 | 0
 4098 |         16.392 | 0
 4099 |         16.396 | 0
 4100 |         16.400 | 0
 4101 |         16.404 | 0
 4102 |         16.408 | 0
 4103 |         16.412 | 0
 4104 |         16.416 | 0
 4105 |         16.420 | 0
 4106 |         16.424 | 0
 4107 |         16.428 | 0
 4108 |         16.432 | 0
 4109 |         16.436 | 0
 4110 |         16.440 | 0
 4111 |         16.444 | 0
 4112 |         16.448 | 0
 4113 |         16.452 | 0
 4114 |         16.456 | 0
 4115 |         16.460 | 0
 4116 |         16.464 | 0
 4117 |         16.468 | 0
 4118 |         16.472 | 0
 4119 |         16.476 | 0
 4120 |         16.480 | 0
 4121 |         16.484 | 0
 4122 |         16.488 | 0
 4123 |         16.492 | 0
 4124 |         16.496 | 0
 4125 |         16.500 | 0
 4126 |         16.504 | 0
 4127 |         16.508 | 0
 4128 |         16.512 | 0
 4129 |         16.516 | 0
 4130 |         16.520 | 0
 4131 |         16.524 | 0
 4132 |         16.528 | 0
 4133 |         16.532 | 0
 4134 |         16.536 | 0
 4135 |         16.540 | 0
 4136 |         16.544 | 0
 4137 |         16.548 | 0
 4138 |         16.552 | 0
 4139 |         16.556 | 0
 4140 |         16.560 | 0
 4141 |         16.564 | 0
 4142 |         16.568 | 0
 4143 |         16.572 | 0
 4144 |         16.576 | 0
 4145 |         16.580 | 0
 4146 |         16.584 | 0
 4147 |         16.588 | 0
 4148 |         16.592 | 0
 4149 |         16.596 | 0
 4150 |         16.600 | 0
 4151 |         16.604 | 0
 4152 |         16.608 | 0
 4153 |         16.612 | 0
 4154 |         16.616 | 0
 4155 |         16.620 | 0
 4156 |         16.624 | 0
 4157 |         16.628 | 0
 4158 |         16.632 | 0
 4159 |         16.636 | 0
 4160 |         16.640 | 0
 4161 |         16.644 | 0
 4162 |         16.648 | 0
 4163 |         16.652 | 0
 4164 |         16.656 | 0
 4165 |         16.660 | 0
 4166 |         16.664 | 0
 4167 |         16.668 | 0
 4168 |         16.672 | 0
 4169 |         16.676 | 0
 4170 |         16.680 | 0
 4171 |         16.684 | 0
 4172 |         16.688 | 0
 4173 |         16.692 | 0
 4174 |         16.696 | 0
 4175 |         16.700 | 0
 4176 |         16.704 | 0
 4177 |         16.708 | 0
 4178 |         16.712 | 0
 4179 |         16.716 | 0
 4180 |         16.720 | 0
 4181 |         16.724 | 0
 4182 |         16.728 | 0
 4183 |         16.732 | 0
 4184 |         16.736 | 0
 4185 |         16.740 | 0
 4186 |         16.744 | 0
 4187 |         16.748 | 0
 4188 |         16.752 | 0
 4189 |         16.756 | 0
 4190 |         16.760 | 0
 4191 |         16.764 | 0
 4192 |         16.768 | 0
 4193 |         16.772 | 0
 4194 |         16.776 | 0
 4195 |         16.780 | 0
 4196 |         16.784 | 0
 4197 |         16.788 | 0
 4198 |         16.792 | 0
 4199 |         16.796 | 0
 4200 |         16.800 | 0
 4201 |         16.804 | 0
 4202 |         16.808 | 0
 4203 |         16.812 | 0
 4204 |         16.816 | 0
 4205 |         16.820 | 65536
 4206 |         16.824 | 0
 4207 |         16.828 | 0
 4208 |         16.832 | 0
 4209 |         16.836 | 0
 4210 |         16.840 | 0
 4211 |         16.844 | 0
 4212 |         16.848 | 0
 4213 |         16.852 | 0
 4214 |         16.856 | 0
 4215 |         16.860 | 0
 4216 |         16.864 | 0
 4217 |         16.868 | 0
 4218 |         16.872 | 0
 4219 |         16.876 | 0
 4220 |         16.880 | 0
 4221 |         16.884 | 0
 4222 |         16.888 | 0
 4223 |         16.892 | 0
 4224 |         16.896 | 0
 4225 |         16.900 | 0
 4226 |         16.904 | 0
 4227 |         16.908 | 0
 4228 |         16.912 | 0
 4229 |         16.916 | 0
 4230 |         16.920 | 0
 4231 |         16.924 | 0
 4232 |         16.928 | 0
 4233 |         16.932 | 0
 4234 |         16.936 | 0
 4235 |         16.940 | 0
 4236 |         16.944 | 0
 4237 |         16.948 | 0
 4238 |         16.952 | 0
 4239 |         16.956 | 0
 4240 |         16.960 | 0
 4241 |         16.964 | 0
 4242 |         16.968 | 0
 4243 |         16.972 | 0
 4244 |         16.976 | 0
 4245 |         16.980 | 0
 4246 |         16.984 | 0
 4247 |         16.988 | 0
 4248 |         16.992 | 0
 4249 |         16.996 | 0
 4250 |         17.000 | 0
 4251 |         17.004 | 0
 4252 |         17.008 | 0
 4253 |         17.012 | 0
 4254 |         17.016 | 0
 4255 |         17.020 | 0
 4256 |         17.024 | 0
 4257 |         17.028 | 0
 4258 |         17.032 | 0
 4259 |         17.036 | 0
 4260 |         17.040 | 0
 4261 |         17.044 | 0
 4262 |         17.048 | 0
 4263 |         17.052 | 0
 4264 |         17.056 | 0
 4265 |         17.060 | 0
 4266 |         17.064 | 0
 4267 |         17.068 | 0
 4268 |         17.072 | 0
 4269 |         17.076 | 0
 4270 |         17.080 | 0
 4271 |         17.084 | 0
 4272 |         17.088 | 0
 4273 |         17.092 | 0
 4274 |         17.096 | 0
 4275 |         17.100 | 0
 4276 |         17.104 | 0
 4277 |         17.108 | 0
 4278 |         17.112 | 0
 4279 |         17.116 | 0
 4280 |         17.120 | 0
 4281 |         17.124 | 0
 4282 |         17.128 | 0
 4283 |         17.132 | 0
 4284 |         17.136 | 0
 4285 |         17.140 | 0
 4286 |         17.144 | 0
 4287 |         17.148 | 0
 4288 |         17.152 | 0
 4289 |         17.156 | 0
 4290 |         17.160 | 0
 4291 |         17.164 | 0
 4292 |         17.168 | 0
 4293 |         17.172 | 0
 4294 |         17.176 | 0
 4295 |         17.180 | 0
 4296 |         17.184 | 0
 4297 |         17.188 | 0
 4298 |         17.192 | 0
 4299 |         17.196 | 0
 4300 |         17.200 | 0
 4301 |         17.204 | 0
 4302 |         17.208 | 0
 4303 |         17.212 | 0
 4304 |         17.216 | 0
 4305 |         17.220 | 0
 4306 |         17.224 | 0
 4307 |         17.228 | 0
 4308 |         17.232 | 0
 4309 |         17.236 | 0
 4310 |         17.240 | 0
 4311 |         17.244 | 0
 4312 |         17.248 | 0
 4313 |         17.252 | 0
 4314 |         17.256 | 0
 4315 |         17.260 | 0
 4316 |         17.264 | 0
 4317 |         17.268 | 0
 4318 |         17.272 | 0
 4319 |         17.276 | 0
 4320 |         17.280 | 0
 4321 |         17.284 | 0
 4322 |         17.288 | 0
 4323 |         17.292 | 0
 4324 |         17.296 | 0
 4325 |         17.300 | 0
 4326 |         17.304 | 0
 4327 |         17.308 | 0
 4328 |         17.312 | 0
 4329 |         17.316 | 0
 4330 |         17.320 | 0
 4331 |         17.324 | 0
 4332 |         17.328 | 0
 4333 |         17.332 | 0
 4334 |         17.336 | 0
 4335 |         17.340 | 0
 4336 |         17.344 | 0
 4337 |         17.348 | 0
 4338 |         17.352 | 0
 4339 |         17.356 | 0
 4340 |         17.360 | 0
 4341 |         17.364 | 0
 4342 |         17.368 | 0
 4343 |         17.372 | 0
 4344 |         17.376 | 0
 4345 |         17.380 | 0
 4346 |         17.384 | 0
 4347 |         17.388 | 0
 4348 |         17.392 | 0
 4349 |         17.396 | 0
 4350 |         17.400 | 0
 4351 |         17.404 | 0
 4352 |         17.408 | 0
 4353 |         17.412 | 0
 4354 |         17.416 | 0
 4355 |         17.420 | 0
 4356 |         17.424 | 0
 4357 |         17.428 | 0
 4358 |         17.432 | 0
 4359 |         17.436 | 0
 4360 |         17.440 | 0
 4361 |         17.444 | 0
 4362 |         17.448 | 0
 4363 |         17.452 | 0
 4364 |         17.456 | 0
 4365 |         17.460 | 0
 4366 |         17.464 | 0
 4367 |         17.468 | 0
 4368 |         17.472 | 0
 4369 |         17.476 | 0
 4370 |         17.480 | 0
 4371 |         17.484 | 0
 4372 |         17.488 | 0
 4373 |         17.492 | 0
 4374 |         17.496 | 0
 4375 |         17.500 | 0
 4376 |         17.504 | 0
 4377 |         17.508 | 0
 4378 |         17.512 | 0
 4379 |         17.516 | 0
 4380 |         17.520 | 0
 4381 |         17.524 | 0
 4382 |         17.528 | 0
 4383 |         17.532 | 0
 4384 |         17.536 | 0
 4385 |         17.540 | 0
 4386 |         17.544 | 0
 4387 |         17.548 | 0
 4388 |         17.552 | 0
 4389 |         17.556 | 0
 4390 |         17.560 | 0
 4391 |         17.564 | 0
 4392 |         17.568 | 0
 4393 |         17.572 | 0
 4394 |         17.576 | 0
 4395 |         17.580 | 0
 4396 |         17.584 | 0
 4397 |         17.588 | 0
 4398 |         17.592 | 0
 4399 |         17.596 | 0
 4400 |         17.600 | 0
 4401 |         17.604 | 0
 4402 |         17.608 | 0
 4403 |         17.612 | 0
 4404 |         17.616 | 0
 4405 |         17.620 | 0
 4406 |         17.624 | 0
 4407 |         17.628 | 0
 4408 |         17.632 | 0
 4409 |         17.636 | 0
 4410 |         17.640 | 0
 4411 |         17.644 | 0
 4412 |         17.648 | 0
 4413 |         17.652 | 0
 4414 |         17.656 | 0
 4415 |         17.660 | 0
 4416 |         17.664 | 0
 4417 |         17.668 | 0
 4418 |         17.672 | 0
 4419 |         17.676 | 0
 4420 |         17.680 | 0
 4421 |         17.684 | 0
 4422 |         17.688 | 0
 4423 |         17.692 | 0
 4424 |         17.696 | 0
 4425 |         17.700 | 0
 4426 |         17.704 | 0
 4427 |         17.708 | 0
 4428 |         17.712 | 0
 4429 |         17.716 | 0
 4430 |         17.720 | 0
 4431 |         17.724 | 0
 4432 |         17.728 | 0
 4433 |         17.732 | 0
 4434 |         17.736 | 0
 4435 |         17.740 | 0
 4436 |         17.744 | 0
 4437 |         17.748 | 0
 4438 |         17.752 | 0
 4439 |         17.756 | 0
 4440 |         17.760 | 0
 4441 |         17.764 | 0
 4442 |         17.768 | 0
 4443 |         17.772 | 0
 4444 |         17.776 | 0
 4445 |         17.780 | 0
 4446 |         17.784 | 0
 4447 |         17.788 | 0
 4448 |         17.792 | 0
 4449 |         17.796 | 0
 4450 |         17.800 | 0
 4451 |         17.804 | 0
 4452 |         17.808 | 0
 4453 |         17.812 | 0
 4454 |         17.816 | 0
 4455 |         17.820 | 0
 4456 |         17.824 | 0
 4457 |         17.828 | 0
 4458 |         17.832 | 0
 4459 |         17.836 | 0
 4460 |         17.840 | 0
 4461 |         17.844 | 0
 4462 |         17.848 | 0
 4463 |         17.852 | 0
 4464 |         17.856 | 0
 4465 |         17.860 | 0
 4466 |         17.864 | 0
 4467 |         17.868 | 0
 4468 |         17.872 | 0
 4469 |         17.876 | 0
 4470 |         17.880 | 0
 4471 |         17.884 | 0
 4472 |         17.888 | 0
 4473 |         17.892 | 0
 4474 |         17.896 | 0
 4475 |         17.900 | 0
 4476 |         17.904 | 0
 4477 |         17.908 | 0
 4478 |         17.912 | 0
 4479 |         17.916 | 0
 4480 |         17.920 | 0
 4481 |         17.924 | 0
 4482 |         17.928 | 0
 4483 |         17.932 | 0
 4484 |         17.936 | 0
 4485 |         17.940 | 0
 4486 |         17.944 | 0
 4487 |         17.948 | 0
 4488 |         17.952 | 0
 4489 |         17.956 | 0
 4490 |         17.960 | 0
 4491 |         17.964 | 0
 4492 |         17.968 | 0
 4493 |         17.972 | 0
 4494 |         17.976 | 0
 4495 |         17.980 | 0
 4496 |         17.984 | 0
 4497 |         17.988 | 0
 4498 |         17.992 | 0
 4499 |         17.996 | 0
 4500 |         18.000 | 0
 4501 |         18.004 | 0
 4502 |         18.008 | 0
 4503 |         18.012 | 0
 4504 |         18.016 | 0
 4505 |         18.020 | 0
 4506 |         18.024 | 0
 4507 |         18.028 | 0
 4508 |         18.032 | 0
 4509 |         18.036 | 0
 4510 |         18.040 | 0
 4511 |         18.044 | 0
 4512 |         18.048 | 0
 4513 |         18.052 | 0
 4514 |         18.056 | 0
 4515 |         18.060 | 0
 4516 |         18.064 | 0
 4517 |         18.068 | 0
 4518 |         18.072 | 0
 4519 |         18.076 | 0
 4520 |         18.080 | 0
 4521 |         18.084 | 0
 4522 |         18.088 | 0
 4523 |         18.092 | 0
 4524 |         18.096 | 0
 4525 |         18.100 | 0
 4526 |         18.104 | 0
 4527 |         18.108 | 0
 4528 |         18.112 | 0
 4529 |         18.116 | 0
 4530 |         18.120 | 0
 4531 |         18.124 | 0
 4532 |         18.128 | 0
 4533 |         18.132 | 0
 4534 |         18.136 | 0
 4535 |         18.140 | 0
 4536 |         18.144 | 0
 4537 |         18.148 | 0
 4538 |         18.152 | 0
 4539 |         18.156 | 0
 4540 |         18.160 | 0
 4541 |         18.164 | 0
 4542 |         18.168 | 0
 4543 |         18.172 | 0
 4544 |         18.176 | 0
 4545 |         18.180 | 0
 4546 |         18.184 | 0
 4547 |         18.188 | 0
 4548 |         18.192 | 0
 4549 |         18.196 | 0
 4550 |         18.200 | 0
 4551 |         18.204 | 0
 4552 |         18.208 | 0
 4553 |         18.212 | 0
 4554 |         18.216 | 0
 4555 |         18.220 | 0
 4556 |         18.224 | 0
 4557 |         18.228 | 0
 4558 |         18.232 | 0
 4559 |         18.236 | 0
 4560 |         18.240 | 0
 4561 |         18.244 | 0
 4562 |         18.248 | 0
 4563 |         18.252 | 0
 4564 |         18.256 | 0
 4565 |         18.260 | 0
 4566 |         18.264 | 0
 4567 |         18.268 | 0
 4568 |         18.272 | 0
 4569 |         18.276 | 0
 4570 |         18.280 | 0
 4571 |         18.284 | 0
 4572 |         18.288 | 0
 4573 |         18.292 | 0
 4574 |         18.296 | 0
 4575 |         18.300 | 0
 4576 |         18.304 | 0
 4577 |         18.308 | 0
 4578 |         18.312 | 0
 4579 |         18.316 | 0
 4580 |         18.320 | 0
 4581 |         18.324 | 0
 4582 |         18.328 | 0
 4583 |         18.332 | 0
 4584 |         18.336 | 0
 4585 |         18.340 | 0
 4586 |         18.344 | 0
 4587 |         18.348 | 0
 4588 |         18.352 | 0
 4589 |         18.356 | 0
 4590 |         18.360 | 0
 4591 |         18.364 | 0
 4592 |         18.368 | 0
 4593 |         18.372 | 0
 4594 |         18.376 | 0
 4595 |         18.380 | 0
 4596 |         18.384 | 0
 4597 |         18.388 | 0
 4598 |         18.392 | 0
 4599 |         18.396 | 0
 4600 |         18.400 | 0
 4601 |         18.404 | 0
 4602 |         18.408 | 0
 4603 |         18.412 | 0
 4604 |         18.416 | 0
 4605 |         18.420 | 0
 4606 |         18.424 | 0
 4607 |         18.428 | 0
 4608 |         18.432 | 0
 4609 |         18.436 | 0
 4610 |         18.440 | 0
 4611 |         18.444 | 0
 4612 |         18.448 | 0
 4613 |         18.452 | 0
 4614 |         18.456 | 0
 4615 |         18.460 | 0
 4616 |         18.464 | 0
 4617 |         18.468 | 0
 4618 |         18.472 | 0
 4619 |         18.476 | 0
 4620 |         18.480 | 0
 4621 |         18.484 | 0
 4622 |         18.488 | 0
 4623 |         18.492 | 0
 4624 |         18.496 | 0
 4625 |         18.500 | 0
 4626 |         18.504 | 0
 4627 |         18.508 | 0
 4628 |         18.512 | 0
 4629 |         18.516 | 0
 4630 |         18.520 | 0
 4631 |         18.524 | 0
 4632 |         18.528 | 0
 4633 |         18.532 | 0
 4634 |         18.536 | 0
 4635 |         18.540 | 0
 4636 |         18.544 | 0
 4637 |         18.548 | 0
 4638 |         18.552 | 0
 4639 |         18.556 | 0
 4640 |         18.560 | 0
 4641 |         18.564 | 0
 4642 |         18.568 | 0
 4643 |         18.572 | 0
 4644 |         18.576 | 0
 4645 |         18.580 | 0
 4646 |         18.584 | 0
 4647 |         18.588 | 0
 4648 |         18.592 | 0
 4649 |         18.596 | 0
 4650 |         18.600 | 0
 4651 |         18.604 | 0
 4652 |         18.608 | 0
 4653 |         18.612 | 0
 4654 |         18.616 | 0
 4655 |         18.620 | 0
 4656 |         18.624 | 0
 4657 |         18.628 | 0
 4658 |         18.632 | 0
 4659 |         18.636 | 0
 4660 |         18.640 | 0
 4661 |         18.644 | 0
 4662 |         18.648 | 0
 4663 |         18.652 | 0
 4664 |         18.656 | 0
 4665 |         18.660 | 0
 4666 |         18.664 | 0
 4667 |         18.668 | 0
 4668 |         18.672 | 0
 4669 |         18.676 | 0
 4670 |         18.680 | 0
 4671 |         18.684 | 0
 4672 |         18.688 | 0
 4673 |         18.692 | 0
 4674 |         18.696 | 0
 4675 |         18.700 | 0
 4676 |         18.704 | 0
 4677 |         18.708 | 0
 4678 |         18.712 | 0
 4679 |         18.716 | 0
 4680 |         18.720 | 0
 4681 |         18.724 | 0
 4682 |         18.728 | 0
 4683 |         18.732 | 0
 4684 |         18.736 | 0
 4685 |         18.740 | 0
 4686 |         18.744 | 0
 4687 |         18.748 | 0
 4688 |         18.752 | 0
 4689 |         18.756 | 0
 4690 |         18.760 | 0
 4691 |         18.764 | 0
 4692 |         18.768 | 0
 4693 |         18.772 | 0
 4694 |         18.776 | 0
 4695 |         18.780 | 0
 4696 |         18.784 | 0
 4697 |         18.788 | 0
 4698 |         18.792 | 0
 4699 |         18.796 | 0
 4700 |         18.800 | 0
 4701 |         18.804 | 0
 4702 |         18.808 | 0
 4703 |         18.812 | 0
 4704 |         18.816 | 0
 4705 |         18.820 | 0
 4706 |         18.824 | 0
 4707 |         18.828 | 0
 4708 |         18.832 | 0
 4709 |         18.836 | 0
 4710 |         18.840 | 0
 4711 |         18.844 | 0
 4712 |         18.848 | 0
 4713 |         18.852 | 0
 4714 |         18.856 | 0
 4715 |         18.860 | 0
 4716 |         18.864 | 0
 4717 |         18.868 | 0
 4718 |         18.872 | 0
 4719 |         18.876 | 0
 4720 |         18.880 | 0
 4721 |         18.884 | 0
 4722 |         18.888 | 0
 4723 |         18.892 | 0
 4724 |         18.896 | 0
 4725 |         18.900 | 0
 4726 |         18.904 | 0
 4727 |         18.908 | 0
 4728 |         18.912 | 0
 4729 |         18.916 | 0
 4730 |         18.920 | 0
 4731 |         18.924 | 0
 4732 |         18.928 | 0
 4733 |         18.932 | 0
 4734 |         18.936 | 0
 4735 |         18.940 | 0
 4736 |         18.944 | 0
 4737 |         18.948 | 0
 4738 |         18.952 | 0
 4739 |         18.956 | 0
 4740 |         18.960 | 0
 4741 |         18.964 | 0
 4742 |         18.968 | 0
 4743 |         18.972 | 0
 4744 |         18.976 | 0
 4745 |         18.980 | 0
 4746 |         18.984 | 0
 4747 |         18.988 | 0
 4748 |         18.992 | 0
 4749 |         18.996 | 0
 4750 |         19.000 | 0
 4751 |         19.004 | 0
 4752 |         19.008 | 0
 4753 |         19.012 | 0
 4754 |         19.016 | 0
 4755 |         19.020 | 0
 4756 |         19.024 | 0
 4757 |         19.028 | 0
 4758 |         19.032 | 0
 4759 |         19.036 | 0
 4760 |         19.040 | 0
 4761 |         19.044 | 0
 4762 |         19.048 | 0
 4763 |         19.052 | 0
 4764 |         19.056 | 0
 4765 |         19.060 | 0
 4766 |         19.064 | 0
 4767 |         19.068 | 0
 4768 |         19.072 | 0
 4769 |         19.076 | 0
 4770 |         19.080 | 0
 4771 |         19.084 | 0
 4772 |         19.088 | 0
 4773 |         19.092 | 0
 4774 |         19.096 | 0
 4775 |         19.100 | 0
 4776 |         19.104 | 0
 4777 |         19.108 | 0
 4778 |         19.112 | 0
 4779 |         19.116 | 0
 4780 |         19.120 | 0
 4781 |         19.124 | 0
